,x,y
42689,86,43
42690,91,97
42691,18,80
42692,29,95
42693,98,30
42694,30,3
42695,26,2
42696,73,70
42697,58,93
42698,48,49
42699,33,55
42700,4,21
42701,25,36
42702,25,71
42703,2,11
42704,62,92
42705,77,87
42706,7,31
42707,92,20
42708,80,59
42709,37,22
42710,65,31
42711,62,89
42712,32,65
42713,62,29
42714,76,99
42715,22,67
42716,34,66
42717,71,48
42718,73,84
42719,26,28
42720,88,37
42721,44,11
42722,37,42
42723,52,17
42724,7,78
42725,19,57
42726,95,53
42727,14,64
42728,69,49
42729,5,25
42730,4,18
42731,63,31
42732,71,17
42733,83,50
42734,47,74
42735,30,36
42736,31,17
42737,2,14
42738,18,6
42739,98,76
42740,74,92
42741,50,61
42742,84,24
42743,40,76
42744,73,86
42745,78,12
42746,43,79
42747,37,90
42748,55,29
42749,55,56
42750,83,60
42751,8,71
42752,63,23
42753,76,56
42754,48,88
42755,65,17
42756,77,50
42757,12,57
42758,39,61
42759,13,53
42760,27,11
42761,39,60
42762,31,90
42763,14,59
42764,66,40
42765,94,82
42766,10,51
42767,50,94
42768,76,56
42769,36,30
42770,3,21
42771,25,18
42772,91,26
42773,56,84
42774,81,18
42775,77,9
42776,81,72
42777,67,1
42778,77,96
42779,73,97
42780,13,49
42781,15,80
42782,51,58
42783,96,3
42784,46,65
42785,64,89
42786,75,25
42787,79,39
42788,33,1
42789,87,33
42790,61,28
42791,6,75
42792,39,97
42793,10,24
42794,86,23
42795,36,55
42796,9,95
42797,46,61
42798,73,41
42799,71,56
42800,6,17
42801,60,98
42802,14,97
42803,27,42
42804,5,96
42805,74,74
42806,39,14
42807,13,63
42808,12,36
42809,3,35
42810,16,12
42811,10,5
42812,19,96
42813,99,13
42814,22,60
42815,26,77
42816,37,38
42817,34,81
42818,84,94
42819,1,51
42820,99,0
42821,8,29
42822,86,57
42823,25,60
42824,90,84
42825,17,33
42826,23,86
42827,54,57
42828,31,36
42829,75,51
42830,40,74
42831,80,47
42832,82,77
42833,86,15
42834,98,19
42835,76,47
42836,71,13
42837,22,26
42838,77,61
42839,48,95
42840,36,20
42841,30,12
42842,79,93
42843,57,28
42844,38,91
42845,72,1
42846,33,32
42847,55,35
42848,36,21
42849,45,92
42850,89,61
42851,88,22
42852,44,69
42853,63,87
42854,22,49
42855,85,95
42856,7,71
42857,82,42
42858,37,89
42859,50,46
42860,21,1
42861,92,57
42862,97,92
42863,61,77
42864,33,57
42865,28,1
42866,74,97
42867,60,26
42868,62,60
42869,71,7
42870,92,89
42871,58,84
42872,40,15
42873,72,77
42874,3,61
42875,37,77
42876,96,85
42877,16,97
42878,21,78
42879,2,66
42880,48,82
42881,67,46
42882,62,0
42883,14,80
42884,67,61
42885,38,6
42886,11,45
42887,97,9
42888,12,40
42889,31,33
42890,23,6
42891,21,3
42892,18,76
42893,78,4
42894,72,83
42895,46,46
42896,42,12
42897,87,7
42898,5,57
42899,21,13
42900,31,47
42901,13,32
42902,48,11
42903,22,15
42904,84,72
42905,80,0
42906,76,17
42907,72,46
42908,27,90
42909,41,61
42910,89,68
42911,73,43
42912,26,99
42913,72,12
42914,21,65
42915,85,1
42916,3,92
42917,77,47
42918,11,76
42919,5,69
42920,35,66
42921,61,56
42922,2,71
42923,86,2
42924,92,35
42925,98,15
42926,82,88
42927,36,16
42928,78,10
42929,32,99
42930,56,43
42931,95,7
42932,55,10
42933,46,9
42934,24,72
42935,2,57
42936,96,70
42937,32,51
42938,81,51
42939,59,33
42940,63,51
42941,73,44
42942,67,96
42943,29,71
42944,21,59
42945,56,36
42946,87,54
42947,99,34
42948,19,52
42949,99,92
42950,22,35
42951,7,68
42952,29,83
42953,75,64
42954,2,60
42955,78,46
42956,72,13
42957,60,42
42958,69,25
42959,78,22
42960,37,40
42961,59,62
42962,49,55
42963,89,81
42964,15,78
42965,65,24
42966,72,13
42967,78,4
42968,92,22
42969,69,15
42970,60,0
42971,65,33
42972,47,48
42973,99,40
42974,57,58
42975,20,68
42976,95,12
42977,2,43
42978,12,81
42979,80,13
42980,18,75
42981,96,46
42982,29,2
42983,30,81
42984,23,15
42985,85,45
42986,12,15
42987,89,17
42988,48,92
42989,54,13
42990,36,3
42991,90,63
42992,60,15
42993,81,14
42994,78,39
42995,48,19
42996,23,38
42997,14,69
42998,20,53
42999,5,28
43000,58,25
43001,3,7
43002,99,79
43003,37,94
43004,64,70
43005,74,62
43006,19,35
43007,46,84
43008,24,83
43009,2,8
43010,44,11
43011,5,60
43012,41,29
43013,76,27
43014,98,37
43015,39,90
43016,30,43
43017,69,45
43018,58,81
43019,47,98
43020,79,27
43021,91,84
43022,55,14
43023,85,22
43024,7,41
43025,63,22
43026,12,57
43027,45,99
43028,96,44
43029,96,87
43030,5,81
43031,25,60
43032,94,50
43033,98,60
43034,28,63
43035,37,86
43036,10,62
43037,42,55
43038,12,97
43039,54,49
43040,96,63
43041,54,11
43042,25,15
43043,10,65
43044,91,12
43045,58,91
43046,71,60
43047,7,57
43048,74,98
43049,6,22
43050,72,27
43051,18,23
43052,71,72
43053,89,36
43054,51,65
43055,60,5
43056,70,10
43057,53,54
43058,12,10
43059,70,22
43060,94,54
43061,40,2
43062,78,4
43063,20,12
43064,75,9
43065,78,15
43066,56,37
43067,60,3
43068,15,29
43069,76,61
43070,81,86
43071,2,2
43072,23,75
43073,67,34
43074,31,34
43075,83,55
43076,41,76
43077,58,37
43078,14,87
43079,38,86
43080,3,92
43081,98,20
43082,45,4
43083,47,81
43084,16,71
43085,49,14
43086,42,98
43087,66,20
43088,18,5
43089,34,74
43090,3,14
43091,12,63
43092,74,69
43093,20,2
43094,68,97
43095,97,3
43096,3,80
43097,18,87
43098,52,42
43099,77,21
43100,87,0
43101,63,65
43102,73,85
43103,87,20
43104,72,74
43105,86,38
43106,0,68
43107,34,40
43108,10,43
43109,42,45
43110,59,82
43111,56,11
43112,47,90
43113,7,12
43114,99,50
43115,8,78
43116,73,84
43117,33,13
43118,83,97
43119,45,4
43120,54,51
43121,10,22
43122,64,97
43123,96,1
43124,62,42
43125,38,78
43126,16,67
43127,46,53
43128,71,94
43129,25,56
43130,29,91
43131,62,5
43132,94,70
43133,78,5
43134,19,16
43135,10,71
43136,74,73
43137,56,37
43138,73,15
43139,84,19
43140,24,67
43141,72,1
43142,54,19
43143,41,38
43144,80,15
43145,23,17
43146,9,37
43147,8,28
43148,14,15
43149,67,98
43150,74,37
43151,76,20
43152,87,72
43153,26,98
43154,7,44
43155,56,95
43156,20,50
43157,46,15
43158,44,81
43159,52,46
43160,78,72
43161,44,73
43162,63,83
43163,93,45
43164,75,73
43165,44,14
43166,22,75
43167,12,25
43168,79,45
43169,48,7
43170,30,15
43171,28,3
43172,60,86
43173,25,38
43174,6,92
43175,76,52
43176,81,77
43177,67,16
43178,29,4
43179,7,28
43180,83,42
43181,5,49
43182,77,23
43183,60,44
43184,18,79
43185,61,73
43186,92,45
43187,80,40
43188,32,16
43189,23,65
43190,60,46
43191,39,9
43192,80,57
43193,68,23
43194,10,59
43195,62,27
43196,12,56
43197,19,46
43198,30,14
43199,76,64
43200,72,26
43201,20,26
43202,43,34
43203,22,15
43204,63,18
43205,44,79
43206,64,64
43207,51,4
43208,20,39
43209,42,39
43210,63,60
43211,27,80
43212,0,68
43213,11,21
43214,75,53
43215,98,79
43216,25,57
43217,90,85
43218,16,29
43219,11,28
43220,84,1
43221,42,65
43222,54,77
43223,41,85
43224,94,36
43225,91,70
43226,53,85
43227,94,60
43228,91,32
43229,33,82
43230,13,12
43231,40,64
43232,16,6
43233,76,99
43234,68,94
43235,55,26
43236,49,27
43237,0,27
43238,75,26
43239,19,27
43240,30,51
43241,31,4
43242,51,60
43243,2,27
43244,45,56
43245,58,56
43246,5,73
43247,76,46
43248,57,22
43249,54,32
43250,86,67
43251,72,90
43252,50,3
43253,21,48
43254,63,88
43255,61,86
43256,26,93
43257,46,76
43258,13,49
43259,13,56
43260,29,75
43261,92,71
43262,26,7
43263,68,67
43264,55,76
43265,84,6
43266,75,99
43267,86,99
43268,86,15
43269,2,79
43270,29,95
43271,30,19
43272,83,7
43273,33,66
43274,23,59
43275,35,11
43276,51,48
43277,67,77
43278,8,41
43279,63,7
43280,30,99
43281,69,42
43282,22,41
43283,59,94
43284,63,81
43285,40,0
43286,6,65
43287,65,84
43288,36,20
43289,24,92
43290,83,13
43291,36,86
43292,86,15
43293,97,80
43294,93,20
43295,96,23
43296,9,65
43297,56,63
43298,82,0
43299,5,9
43300,0,2
43301,66,28
43302,70,43
43303,94,42
43304,49,44
43305,73,43
43306,46,27
43307,79,22
43308,58,26
43309,75,17
43310,31,43
43311,41,20
43312,89,76
43313,97,87
43314,66,6
43315,51,28
43316,53,77
43317,16,41
43318,67,29
43319,87,26
43320,62,81
43321,77,59
43322,94,79
43323,24,76
43324,5,53
43325,77,8
43326,8,15
43327,64,98
43328,76,50
43329,7,43
43330,18,18
43331,98,27
43332,26,21
43333,35,55
43334,20,76
43335,1,34
43336,44,37
43337,97,5
43338,70,27
43339,35,70
43340,82,67
43341,51,47
43342,51,10
43343,48,66
43344,26,31
43345,74,39
43346,23,70
43347,68,55
43348,47,11
43349,36,52
43350,45,39
43351,13,30
43352,93,54
43353,2,51
43354,1,77
43355,69,97
43356,36,41
43357,88,73
43358,88,93
43359,53,76
43360,67,64
43361,27,6
43362,71,42
43363,92,8
43364,14,16
43365,56,48
43366,65,10
43367,55,59
43368,78,85
43369,43,49
43370,74,87
43371,27,49
43372,36,86
43373,7,67
43374,59,55
43375,93,89
43376,43,14
43377,27,21
43378,87,65
43379,38,21
43380,53,7
43381,80,21
43382,35,89
43383,26,97
43384,28,13
43385,35,46
43386,40,96
43387,52,52
43388,99,43
43389,13,35
43390,58,69
43391,52,17
43392,21,2
43393,88,2
43394,19,20
43395,83,49
43396,56,7
43397,57,90
43398,87,90
43399,8,27
43400,96,92
43401,37,79
43402,31,88
43403,9,94
43404,31,47
43405,59,47
43406,25,34
43407,10,81
43408,92,0
43409,64,31
43410,58,40
43411,45,7
43412,95,82
43413,69,85
43414,61,28
43415,52,9
43416,67,90
43417,82,46
43418,42,63
43419,71,61
43420,78,25
43421,55,93
43422,77,81
43423,22,75
43424,58,95
43425,47,99
43426,34,81
43427,84,44
43428,54,94
43429,39,74
43430,12,63
43431,22,89
43432,36,42
43433,65,81
43434,92,44
43435,24,8
43436,55,16
43437,68,54
43438,78,1
43439,72,3
43440,80,74
43441,71,79
43442,61,26
43443,26,60
43444,81,97
43445,36,79
43446,5,26
43447,78,4
43448,93,8
43449,63,94
43450,66,60
43451,92,16
43452,54,60
43453,72,2
43454,73,43
43455,66,38
43456,47,77
43457,16,78
43458,44,81
43459,95,2
43460,18,24
43461,69,24
43462,65,87
43463,70,70
43464,58,10
43465,54,90
43466,40,21
43467,64,59
43468,86,60
43469,3,30
43470,4,80
43471,17,16
43472,62,47
43473,37,46
43474,51,50
43475,82,45
43476,28,4
43477,28,60
43478,77,90
43479,53,13
43480,69,39
43481,45,1
43482,94,51
43483,52,70
43484,47,4
43485,33,56
43486,9,56
43487,10,78
43488,8,3
43489,86,68
43490,40,15
43491,34,30
43492,64,21
43493,95,12
43494,25,76
43495,22,2
43496,28,9
43497,57,99
43498,35,26
43499,34,79
43500,48,76
43501,24,1
43502,19,8
43503,35,11
43504,97,69
43505,70,86
43506,45,64
43507,50,10
43508,94,17
43509,5,79
43510,97,12
43511,45,25
43512,84,47
43513,59,69
43514,64,57
43515,88,72
43516,58,6
43517,24,96
43518,80,14
43519,12,12
43520,71,42
43521,25,98
43522,60,63
43523,30,58
43524,55,5
43525,42,94
43526,59,86
43527,37,1
43528,60,73
43529,22,17
43530,55,53
43531,58,43
43532,14,82
43533,90,38
43534,47,28
43535,28,57
43536,14,58
43537,4,89
43538,86,1
43539,26,28
43540,11,52
43541,50,15
43542,32,25
43543,95,70
43544,46,14
43545,80,33
43546,94,60
43547,98,30
43548,19,48
43549,75,31
43550,97,91
43551,26,35
43552,70,51
43553,34,18
43554,37,36
43555,66,72
43556,59,73
43557,5,83
43558,97,11
43559,1,69
43560,30,28
43561,34,44
43562,80,63
43563,89,28
43564,16,37
43565,75,42
43566,86,36
43567,31,14
43568,14,61
43569,16,30
43570,75,52
43571,57,96
43572,53,9
43573,60,78
43574,91,23
43575,90,18
43576,85,58
43577,68,68
43578,85,71
43579,22,90
43580,51,55
43581,60,22
43582,40,54
43583,83,16
43584,26,45
43585,5,96
43586,29,15
43587,17,92
43588,3,13
43589,80,87
43590,57,45
43591,59,34
43592,95,92
43593,55,35
43594,24,88
43595,49,19
43596,39,82
43597,83,71
43598,65,25
43599,10,66
43600,80,9
43601,15,49
43602,35,45
43603,59,45
43604,44,36
43605,44,33
43606,94,14
43607,76,41
43608,35,25
43609,85,47
43610,70,87
43611,64,35
43612,65,93
43613,79,4
43614,72,69
43615,41,41
43616,64,98
43617,20,20
43618,51,8
43619,89,35
43620,11,67
43621,64,61
43622,83,73
43623,93,21
43624,15,50
43625,84,43
43626,48,15
43627,56,9
43628,63,97
43629,24,65
43630,28,2
43631,36,94
43632,39,57
43633,26,19
43634,29,92
43635,84,49
43636,12,63
43637,24,15
43638,0,94
43639,22,13
43640,99,22
43641,55,55
43642,89,13
43643,38,36
43644,7,44
43645,92,24
43646,12,2
43647,27,48
43648,12,53
43649,58,32
43650,49,14
43651,93,46
43652,24,59
43653,53,10
43654,95,58
43655,87,40
43656,73,74
43657,80,97
43658,4,78
43659,19,88
43660,86,2
43661,97,57
43662,85,74
43663,17,51
43664,30,23
43665,59,47
43666,42,18
43667,42,83
43668,36,30
43669,77,36
43670,24,40
43671,47,94
43672,19,91
43673,38,19
43674,79,85
43675,2,80
43676,51,92
43677,92,37
43678,31,91
43679,58,38
43680,77,99
43681,17,17
43682,70,2
43683,50,53
43684,60,44
43685,65,31
43686,44,43
43687,63,96
43688,4,66
43689,2,59
43690,33,70
43691,84,11
43692,27,28
43693,5,32
43694,35,36
43695,22,2
43696,81,60
43697,46,19
43698,55,24
43699,47,59
43700,26,22
43701,90,59
43702,28,73
43703,18,11
43704,3,76
43705,44,22
43706,10,83
43707,69,17
43708,63,68
43709,36,71
43710,10,6
43711,28,26
43712,0,5
43713,84,82
43714,61,95
43715,57,14
43716,7,17
43717,49,46
43718,3,8
43719,75,86
43720,62,49
43721,19,98
43722,3,42
43723,4,65
43724,61,64
43725,86,60
43726,61,62
43727,29,83
43728,99,64
43729,68,28
43730,46,56
43731,3,9
43732,45,11
43733,20,51
43734,1,83
43735,11,9
43736,47,54
43737,48,43
43738,46,36
43739,58,2
43740,37,35
43741,99,88
43742,11,10
43743,43,39
43744,0,19
43745,40,65
43746,80,37
43747,55,72
43748,28,48
43749,49,13
43750,24,12
43751,89,36
43752,22,85
43753,38,58
43754,14,3
43755,98,62
43756,59,77
43757,63,40
43758,36,15
43759,30,84
43760,77,57
43761,3,71
43762,86,49
43763,43,73
43764,30,40
43765,23,97
43766,58,93
43767,17,3
43768,0,7
43769,28,21
43770,36,1
43771,65,3
43772,9,51
43773,87,30
43774,18,29
43775,96,89
43776,87,35
43777,44,42
43778,6,77
43779,29,87
43780,26,96
43781,88,15
43782,72,72
43783,83,20
43784,83,45
43785,52,96
43786,76,29
43787,34,96
43788,55,60
43789,15,63
43790,17,38
43791,49,99
43792,39,58
43793,55,18
43794,41,97
43795,90,22
43796,16,70
43797,70,7
43798,12,33
43799,73,85
43800,21,2
43801,12,3
43802,42,99
43803,67,70
43804,58,61
43805,87,21
43806,41,56
43807,81,96
43808,77,83
43809,90,15
43810,52,22
43811,50,60
43812,45,28
43813,20,80
43814,42,32
43815,18,19
43816,24,39
43817,42,91
43818,38,38
43819,78,96
43820,33,43
43821,82,64
43822,72,14
43823,6,42
43824,23,52
43825,45,91
43826,98,56
43827,14,75
43828,7,39
43829,51,59
43830,69,91
43831,52,36
43832,73,66
43833,7,24
43834,66,37
43835,80,24
43836,10,94
43837,60,67
43838,92,63
43839,38,59
43840,45,63
43841,12,15
43842,0,26
43843,49,22
43844,81,32
43845,93,45
43846,70,16
43847,2,31
43848,2,80
43849,59,41
43850,12,36
43851,28,46
43852,92,32
43853,84,45
43854,88,89
43855,6,53
43856,58,49
43857,55,36
43858,71,29
43859,9,20
43860,36,1
43861,96,88
43862,87,59
43863,54,56
43864,95,92
43865,50,69
43866,71,59
43867,42,62
43868,83,0
43869,5,64
43870,69,19
43871,65,41
43872,66,80
43873,31,90
43874,0,27
43875,59,72
43876,85,21
43877,71,36
43878,67,21
43879,55,18
43880,61,89
43881,84,58
43882,24,35
43883,31,77
43884,55,11
43885,7,94
43886,7,87
43887,91,40
43888,94,37
43889,52,43
43890,80,22
43891,60,33
43892,39,91
43893,13,31
43894,34,48
43895,76,98
43896,35,13
43897,73,33
43898,3,54
43899,47,93
43900,79,60
43901,31,4
43902,86,53
43903,4,84
43904,40,72
43905,58,64
43906,96,1
43907,86,83
43908,6,79
43909,3,51
43910,19,72
43911,73,24
43912,48,91
43913,11,51
43914,8,21
43915,13,64
43916,93,54
43917,39,36
43918,8,51
43919,48,18
43920,8,91
43921,30,41
43922,70,13
43923,60,31
43924,86,84
43925,16,8
43926,60,56
43927,6,65
43928,99,7
43929,39,68
43930,32,9
43931,5,19
43932,68,58
43933,72,80
43934,31,47
43935,90,22
43936,50,80
43937,53,42
43938,53,97
43939,92,60
43940,3,72
43941,55,86
43942,92,66
43943,58,61
43944,46,5
43945,26,82
43946,98,36
43947,22,1
43948,73,43
43949,71,50
43950,23,36
43951,91,37
43952,45,40
43953,55,54
43954,1,93
43955,93,57
43956,74,51
43957,0,63
43958,31,94
43959,9,37
43960,73,1
43961,76,83
43962,12,13
43963,71,39
43964,69,74
43965,55,99
43966,13,55
43967,5,31
43968,72,79
43969,48,52
43970,35,97
43971,20,61
43972,39,67
43973,63,61
43974,4,58
43975,86,86
43976,6,57
43977,2,9
43978,39,47
43979,36,45
43980,38,81
43981,98,72
43982,35,29
43983,52,77
43984,71,5
43985,30,50
43986,7,48
43987,46,47
43988,5,4
43989,8,37
43990,89,87
43991,26,57
43992,49,47
43993,88,21
43994,36,86
43995,6,99
43996,82,95
43997,31,51
43998,54,16
43999,99,23
44000,97,14
44001,15,19
44002,97,35
44003,92,28
44004,57,10
44005,91,19
44006,70,86
44007,23,11
44008,23,87
44009,57,56
44010,3,29
44011,55,71
44012,39,94
44013,11,15
44014,8,73
44015,65,60
44016,3,1
44017,41,42
44018,92,73
44019,40,60
44020,63,17
44021,94,77
44022,47,44
44023,6,98
44024,82,87
44025,71,67
44026,8,80
44027,49,85
44028,65,29
44029,44,14
44030,83,25
44031,80,27
44032,27,80
44033,24,5
44034,12,34
44035,37,49
44036,48,56
44037,54,14
44038,6,18
44039,52,37
44040,40,72
44041,1,12
44042,42,50
44043,84,17
44044,86,28
44045,57,3
44046,68,62
44047,22,22
44048,29,35
44049,65,95
44050,0,80
44051,57,75
44052,84,10
44053,90,19
44054,66,89
44055,0,30
44056,16,40
44057,6,91
44058,69,99
44059,88,58
44060,86,27
44061,59,50
44062,5,65
44063,71,12
44064,90,86
44065,6,45
44066,79,70
44067,19,75
44068,24,99
44069,55,82
44070,97,32
44071,0,1
44072,73,60
44073,90,41
44074,43,57
44075,41,76
44076,32,77
44077,14,74
44078,34,49
44079,70,91
44080,71,32
44081,5,34
44082,20,97
44083,45,78
44084,65,40
44085,46,23
44086,96,31
44087,7,40
44088,82,21
44089,23,72
44090,5,84
44091,86,42
44092,3,30
44093,0,79
44094,90,31
44095,73,26
44096,96,8
44097,74,32
44098,19,50
44099,85,15
44100,93,20
44101,11,48
44102,13,87
44103,84,64
44104,83,79
44105,92,81
44106,21,51
44107,99,15
44108,93,59
44109,10,41
44110,16,25
44111,55,12
44112,19,40
44113,44,68
44114,47,38
44115,65,35
44116,34,95
44117,58,81
44118,28,26
44119,60,12
44120,85,12
44121,53,84
44122,38,34
44123,24,23
44124,44,26
44125,41,94
44126,66,39
44127,97,9
44128,92,13
44129,78,40
44130,66,93
44131,39,88
44132,93,54
44133,56,50
44134,21,34
44135,26,46
44136,53,82
44137,77,38
44138,13,93
44139,8,78
44140,6,80
44141,73,46
44142,57,20
44143,54,84
44144,83,67
44145,58,51
44146,12,6
44147,60,62
44148,65,16
44149,49,88
44150,42,86
44151,56,70
44152,89,50
44153,16,81
44154,50,54
44155,60,49
44156,85,91
44157,1,44
44158,48,53
44159,26,90
44160,67,54
44161,67,52
44162,52,88
44163,60,81
44164,29,50
44165,24,37
44166,68,62
44167,1,33
44168,15,32
44169,38,2
44170,56,19
44171,21,61
44172,89,66
44173,85,75
44174,11,90
44175,4,12
44176,75,20
44177,27,54
44178,37,44
44179,67,46
44180,55,87
44181,68,33
44182,9,42
44183,54,15
44184,48,90
44185,89,67
44186,46,85
44187,74,59
44188,59,28
44189,13,97
44190,52,88
44191,80,66
44192,6,38
44193,46,13
44194,3,71
44195,2,8
44196,96,41
44197,67,18
44198,76,49
44199,46,37
44200,20,40
44201,83,55
44202,69,39
44203,94,27
44204,34,79
44205,37,8
44206,55,63
44207,33,70
44208,91,37
44209,23,41
44210,83,0
44211,9,92
44212,18,65
44213,29,54
44214,55,26
44215,46,20
44216,82,49
44217,30,83
44218,81,2
44219,0,1
44220,67,57
44221,82,18
44222,86,49
44223,19,54
44224,70,14
44225,75,59
44226,77,91
44227,43,99
44228,19,45
44229,58,63
44230,7,73
44231,99,44
44232,6,61
44233,54,75
44234,48,53
44235,88,26
44236,14,76
44237,42,34
44238,11,3
44239,17,70
44240,29,98
44241,33,72
44242,86,30
44243,79,92
44244,42,40
44245,52,8
44246,78,8
44247,15,83
44248,19,14
44249,48,86
44250,28,78
44251,28,26
44252,98,7
44253,67,48
44254,47,95
44255,98,8
44256,99,87
44257,11,79
44258,86,78
44259,30,81
44260,42,68
44261,82,24
44262,84,92
44263,99,22
44264,50,61
44265,67,93
44266,52,84
44267,38,11
44268,73,54
44269,84,31
44270,35,73
44271,97,99
44272,46,81
44273,62,46
44274,29,66
44275,77,1
44276,45,18
44277,20,53
44278,47,61
44279,3,43
44280,20,70
44281,97,27
44282,71,21
44283,11,38
44284,0,21
44285,63,12
44286,42,4
44287,65,51
44288,91,47
44289,47,21
44290,4,74
44291,68,4
44292,48,95
44293,57,63
44294,46,54
44295,37,37
44296,95,74
44297,87,35
44298,91,73
44299,42,22
44300,65,71
44301,57,59
44302,16,26
44303,12,31
44304,8,79
44305,48,69
44306,17,49
44307,42,0
44308,58,0
44309,49,13
44310,36,35
44311,94,34
44312,2,90
44313,77,10
44314,11,52
44315,89,95
44316,27,51
44317,14,90
44318,89,32
44319,63,35
44320,26,98
44321,51,85
44322,16,52
44323,93,72
44324,86,1
44325,70,35
44326,71,64
44327,35,62
44328,10,25
44329,8,49
44330,52,34
44331,69,26
44332,13,64
44333,52,57
44334,1,60
44335,68,54
44336,27,8
44337,89,45
44338,33,89
44339,19,52
44340,88,13
44341,48,27
44342,75,68
44343,35,27
44344,36,9
44345,44,66
44346,49,52
44347,36,10
44348,95,13
44349,84,77
44350,94,41
44351,26,72
44352,84,8
44353,15,19
44354,87,71
44355,24,26
44356,25,58
44357,63,1
44358,16,62
44359,54,72
44360,35,47
44361,21,27
44362,87,67
44363,96,60
44364,22,31
44365,53,23
44366,36,23
44367,67,29
44368,89,42
44369,40,64
44370,2,64
44371,20,6
44372,19,51
44373,85,2
44374,81,42
44375,94,10
44376,88,91
44377,79,75
44378,7,20
44379,44,80
44380,54,92
44381,35,59
44382,23,42
44383,28,91
44384,8,90
44385,23,19
44386,2,69
44387,45,74
44388,54,7
44389,87,45
44390,97,98
44391,92,20
44392,49,43
44393,26,50
44394,7,67
44395,66,13
44396,71,46
44397,55,91
44398,83,90
44399,3,62
44400,26,63
44401,57,71
44402,88,12
44403,40,67
44404,6,94
44405,74,3
44406,5,99
44407,89,11
44408,55,85
44409,81,68
44410,67,11
44411,21,92
44412,35,38
44413,59,30
44414,8,9
44415,24,58
44416,76,92
44417,30,95
44418,59,66
44419,5,19
44420,47,45
44421,97,85
44422,29,59
44423,75,31
44424,2,16
44425,11,98
44426,86,33
44427,29,52
44428,44,88
44429,34,44
44430,54,65
44431,55,47
44432,22,21
44433,68,78
44434,88,39
44435,79,49
44436,85,13
44437,12,15
44438,61,97
44439,24,79
44440,74,57
44441,13,10
44442,51,71
44443,43,81
44444,94,21
44445,54,43
44446,20,22
44447,36,4
44448,87,60
44449,59,58
44450,53,2
44451,98,30
44452,0,82
44453,93,45
44454,45,11
44455,12,49
44456,68,86
44457,34,69
44458,35,88
44459,75,34
44460,70,68
44461,69,71
44462,76,61
44463,59,99
44464,25,85
44465,77,63
44466,64,53
44467,49,39
44468,22,26
44469,70,22
44470,33,99
44471,43,96
44472,98,87
44473,4,87
44474,47,11
44475,86,49
44476,23,94
44477,21,80
44478,29,31
44479,24,98
44480,76,20
44481,86,82
44482,29,88
44483,55,40
44484,78,97
44485,31,40
44486,25,48
44487,8,79
44488,10,51
44489,69,67
44490,73,13
44491,21,84
44492,95,6
44493,79,35
44494,30,22
44495,1,15
44496,67,0
44497,9,6
44498,54,25
44499,85,78
44500,17,31
44501,49,31
44502,68,64
44503,69,64
44504,87,68
44505,54,68
44506,47,0
44507,78,57
44508,76,26
44509,14,82
44510,18,74
44511,72,38
44512,48,29
44513,66,37
44514,82,0
44515,81,88
44516,54,98
44517,42,85
44518,91,12
44519,81,70
44520,49,67
44521,24,59
44522,11,11
44523,79,21
44524,74,46
44525,78,97
44526,81,64
44527,81,53
44528,74,56
44529,8,71
44530,25,57
44531,30,77
44532,1,73
44533,56,36
44534,58,30
44535,78,58
44536,0,15
44537,70,7
44538,29,36
44539,78,48
44540,78,9
44541,96,92
44542,66,94
44543,93,91
44544,46,45
44545,81,90
44546,8,82
44547,57,36
44548,27,33
44549,64,13
44550,39,48
44551,23,37
44552,8,54
44553,23,5
44554,52,20
44555,94,65
44556,75,45
44557,67,10
44558,96,15
44559,24,98
44560,60,56
44561,4,30
44562,19,67
44563,52,95
44564,52,27
44565,54,18
44566,4,31
44567,85,27
44568,3,40
44569,69,0
44570,98,86
44571,9,59
44572,15,36
44573,23,21
44574,74,25
44575,12,84
44576,44,1
44577,3,91
44578,56,48
44579,31,18
44580,36,68
44581,80,13
44582,76,25
44583,3,54
44584,16,29
44585,29,43
44586,95,5
44587,40,48
44588,9,9
44589,38,6
44590,40,59
44591,49,70
44592,30,77
44593,69,23
44594,91,75
44595,32,9
44596,31,85
44597,98,88
44598,36,70
44599,20,50
44600,9,54
44601,8,31
44602,70,76
44603,87,81
44604,62,50
44605,15,9
44606,76,41
44607,60,66
44608,42,81
44609,90,81
44610,3,65
44611,54,45
44612,80,23
44613,79,91
44614,35,30
44615,47,18
44616,1,95
44617,37,32
44618,8,14
44619,2,38
44620,99,71
44621,45,39
44622,99,78
44623,27,16
44624,32,80
44625,37,34
44626,70,50
44627,85,0
44628,88,15
44629,79,26
44630,50,37
44631,76,95
44632,15,35
44633,77,51
44634,44,2
44635,61,33
44636,22,73
44637,39,77
44638,84,27
44639,58,32
44640,21,40
44641,83,64
44642,95,90
44643,40,45
44644,28,43
44645,72,64
44646,88,78
44647,13,60
44648,54,42
44649,61,79
44650,90,52
44651,85,16
44652,83,98
44653,67,2
44654,97,39
44655,55,4
44656,73,61
44657,66,38
44658,96,72
44659,11,53
44660,51,24
44661,27,82
44662,14,48
44663,57,67
44664,0,62
44665,27,10
44666,68,70
44667,78,12
44668,91,63
44669,95,83
44670,88,59
44671,81,53
44672,26,85
44673,26,12
44674,91,16
44675,47,68
44676,25,52
44677,45,53
44678,51,20
44679,52,21
44680,77,1
44681,27,50
44682,49,13
44683,49,0
44684,97,22
44685,18,34
44686,63,67
44687,34,47
